السنة ,Unnamed: 1,القيروان,السبيخة,الوسلاتية,الشبيكة,حفوز,العلا,الحاجب,نصرالله,بوحجلة,الشراردة,العلم,منزل المهيري,عين جلولة,المعدل الشهري 2019/2020,المعدل الشهري العام,الفارق (مم),_source_dataset,Annee,Délégation,Pluviometrie_campagne_mm,Moyenne_annuelle_pluviometrie,Difference_à_la_moyenne,Nbre_jour_precipitation,Delegation,Station,Moy_annuelle_mm,Periode_observation,Nbre_annee,Mois,Moyenne_mensuel_mm,Valeur_mensuel_mm,Temperature_moy_ pendant_periode_plus_froide,Temperature_moy_ pendant_periode_plus_chaude,Difference
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Gaafour,قعفور - المعتمدية,448.0,,29.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Lâroussa,عروسة - الفلاحة,425.0,,26.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,El Krib,تعاضدية - COSEM,550.0,,52.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Bourouis,بورويس - SM,479.0,,53.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Makthar,مكثر - الغابات,485.0,,59.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Bargou,برقو - الغابات,529.0,,58.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Kesra,كسري - B9,439.0,,50.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Rouhia,الروحية - الفلاحة,347.0,,28.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Siliana Nord,الإدارة الفنية,416.0,,54.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Siliana Sud,مركز التجارب الرملية,441.0,,30.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Bouarada,بوعرادة  - د. م . م,379.0,,44.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Gaafour,قعفور - المعتمدية,448.0,,29.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Lâroussa,عروسة - الفلاحة,425.0,,26.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,El Krib,تعاضدية - COSEM,550.0,,52.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Bourouis,بورويس - SM,479.0,,53.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Makthar,مكثر - الغابات,485.0,,59.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Bargou,برقو - الغابات,529.0,,58.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Kesra,كسري - B9,439.0,,50.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2024.0,,,,,,Rouhia,الروحية - الفلاحة,347.0,,28.0,,,,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,janvier,40.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,février,49.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,mars,39.0,49,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,avril,47.0,89,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,mai,35.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juin,37.0,32,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juillet,47.0,13,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,Août,44.0,33,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,septembre,19.0,122,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,octobre,8.0,8,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,novembre,16.0,26,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Nord,الإدارة الفنية,,,,décembre,36.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,janvier,41.0,6,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,février,51.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,mars,32.0,59,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,avril,53.0,68,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,mai,40.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,juin,40.0,36,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,juillet,45.0,22,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,Août,54.0,29,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,septembre,25.0,110,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,octobre,9.0,10,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,novembre,18.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Siliana Sud,الرصد الجوي ,,,,décembre,34.0,28,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,janvier,52.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,février,60.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,mars,54.0,98,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,avril,67.0,112,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,mai,57.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,juin,51.0,40,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,juillet,59.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,Août,50.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,septembre,20.0,116,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,octobre,9.0,16,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,novembre,16.0,41,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bargou,إدارة الغابات ,,,,décembre,35.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,janvier,36.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,février,41.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,mars,44.0,32,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,avril,49.0,81,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,mai,39.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,juin,41.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,juillet,34.0,1,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,Août,32.0,30,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,septembre,15.0,71,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,octobre,4.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,novembre,16.0,34,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bouarada,إدارة  الفلاحة,,,,décembre,27.0,38,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,janvier,40.0,8,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,février,49.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,mars,43.0,51,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,avril,61.0,90.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,mai,44.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,juin,39.0,5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,juillet,35.0,1,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,Août,50.0,20,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,septembre,19.0,98,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,octobre,4.0,13,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,novembre,16.0,36,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Aroussa,إدارة الفلاحة,,,,décembre,25.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,janvier,47.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,février,43.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,mars,58.0,56,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,avril,68.0,76.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,mai,49.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,juin,46.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,juillet,40.0,20,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,Août,47.0,21,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,septembre,10.0,102,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,octobre,3.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,novembre,13.0,35,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Gaafour,المعتمدية,,,,décembre,24.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,janvier,55.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,février,69.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,mars,67.0,68,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,avril,82.0,52.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,mai,65.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,juin,60.0,7,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,juillet,43.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,Août,38.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,septembre,13.0,119,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,octobre,4.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,novembre,17.0,76,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Krib,تعاضدية كوسام,,,,décembre,38.0,44,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,janvier,47.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,février,59.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,mars,51.0,51,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,avril,61.0,77,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,mai,49.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,juin,46.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,juillet,47.0,7,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,Août,43.0,5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,septembre,14.0,139,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,octobre,6.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,novembre,22.0,50,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Bourouis,الرصد الجوي,,,,décembre,36.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,janvier,51.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,février,52.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,mars,47.0,85,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,avril,57.0,96,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,mai,45.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,juin,40.0,65,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,juillet,50.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,Août,49.0,30,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,septembre,25.0,64,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,octobre,10.0,17,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,novembre,20.0,58,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Makthar,إدارة الغابات,,,,décembre,39.0,45,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,janvier,46.0,5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرىB9,,,,février,46.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,mars,41.0,97,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,avril,49.0,70,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,mai,43.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,juin,39.0,68,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,juillet,41.0,35,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرىB9,,,,Août,43.0,23,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرىB9,,,,septembre,27.0,64,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,octobre,6.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,novembre,22.0,43,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Kessra,كسرى B9,,,,décembre,36.0,33,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Rouhia,إدارة الفلاحة,,,,janvier,38.0,6,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Rouhia,إدارة الفلاحة,,,,février,32.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Rouhia,إدارة الفلاحة,,,,mars,21.0,66,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Rouhia,إدارة الفلاحة,,,,avril,32.0,33.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2020.0,,,,,,Rouhia,إدارة الفلاحة,,,,mai,30.0,0,,,
