السنة ,Unnamed: 1,القيروان,السبيخة,الوسلاتية,الشبيكة,حفوز,العلا,الحاجب,نصرالله,بوحجلة,الشراردة,العلم,منزل المهيري,عين جلولة,المعدل الشهري 2019/2020,المعدل الشهري العام,الفارق (مم),_source_dataset,Annee,Délégation,Pluviometrie_campagne_mm,Moyenne_annuelle_pluviometrie,Difference_à_la_moyenne,Nbre_jour_precipitation,Delegation,Station,Moy_annuelle_mm,Periode_observation,Nbre_annee,Mois,Moyenne_mensuel_mm,Valeur_mensuel_mm,Temperature_moy_ pendant_periode_plus_froide,Temperature_moy_ pendant_periode_plus_chaude,Difference
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,avril,40.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,mai,36.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juin,16.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juillet,8.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,Août,19.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,septembre,44.0,47,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,octobre,47.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,novembre,37.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Nord,الإدارة الفنية,,,,décembre,35.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,janvier,53.0,49,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,février,32.0,10,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,mars,51.0,136,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,avril,41.0,17,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,mai,34.0,11,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,juin,18.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,juillet,9.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,Août,25.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,septembre,54.0,43,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,octobre,45.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,novembre,40.0,23,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,décembre,40.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,janvier,49.0,55,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,février,44.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,mars,41.0,132,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,avril,36.0,13,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,mai,27.0,23,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,juin,16.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,juillet,4.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,Août,15.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,septembre,32.0,59,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,octobre,34.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,novembre,41.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bouarada,بوعرادة  - د. م . ,,,,décembre,39.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,janvier,68.0,49,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,février,58.0,7,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,mars,43.0,107,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,avril,47.0,20.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,mai,24.0,20,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,juin,13.0,4,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,juillet,3.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,Août,10.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,septembre,47.0,43,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,octobre,40.0,11,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,novembre,46.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Gaafour,المعتمدية,,,,décembre,49.0,1,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,janvier,61.0,69,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,février,43.0,6,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,mars,49.0,126,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,avril,40.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,mai,25.0,11,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,juin,16.0,6,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,juillet,4.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,Août,19.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,septembre,50.0,53,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,octobre,35.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,novembre,39.0,23,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Aroussa,إدارة الفلاحة,,,,décembre,44.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,janvier,82.0,136,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,février,67.0,14,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,mars,69.0,117.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,avril,55.0,26,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,mai,38.0,26,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,juin,17.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,juillet,4.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,Août,13.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,septembre,38.0,25,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,octobre,43.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,novembre,60.0,91,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Krib,تعاضدية كوسام,,,,décembre,65.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,janvier,61.0,91,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,février,51.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,mars,59.0,98,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,avril,47.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,mai,36.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,juin,22.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,juillet,6.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,Août,14.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,septembre,43.0,40,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,octobre,47.0,5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,novembre,46.0,64,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bourouis,بورويس - SM,,,,décembre,49.0,7,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,janvier,57.0,84,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,février,47.0,8,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,mars,52.0,105,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,avril,51.0,15,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,mai,39.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,juin,20.0,15,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,juillet,10.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,Août,25.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,septembre,49.0,41,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,octobre,50.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,novembre,40.0,36,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Makthar,إدارة الغابات,,,,décembre,45.0,1,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,janvier,67.0,87,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,février,54.0,16,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,mars,60.0,232,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,avril,52.0,27,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,mai,35.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,juin,16.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,juillet,9.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,Août,20.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,septembre,50.0,43,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,octobre,59.0,24,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,novembre,51.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Bargou,إدارة الغابات ,,,,décembre,57.0,5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,janvier,49.0,102,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرىB9,,,,février,41.0,16,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,mars,46.0,212,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,avril,46.0,19,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,mai,36.0,18,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,juin,22.0,7,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,juillet,6.0,11,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرىB9,,,,Août,27.0,10,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرىB9,,,,septembre,43.0,81,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,octobre,41.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,novembre,39.0,22,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Kessra,كسرى B9,,,,décembre,43.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,janvier,32.0,26,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,février,21.0,15,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,mars,32.0,84,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,avril,38.0,6.5,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,mai,33.0,9,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,juin,22.0,12,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,juillet,9.0,10,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,Août,24.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,septembre,46.0,67,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,octobre,31.0,-,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,novembre,29.0,1,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2022.0,,,,,,Rouhia,إدارة الفلاحة,,,,décembre,30.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,janvier,44.0,47,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,février,54.0,2,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,mars,37.0,31,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,avril,35.0,3,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,mai,47.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juin,39.0,22,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,juillet,49.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,Août,40.0,23,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,septembre,36.0,70,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,octobre,16.0,25,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,novembre,8.0,63,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Nord,الإدارة الفنية,,,,décembre,19.0,0,,,
,,,,,,,,,,,,,,,,,,donnees-climatiques-gouvernorat-de-siliana,2023.0,,,,,,Siliana Sud,مركز التجارب الرملية,,,,janvier,54.0,43,,,
